1 1 astr hamm 1 4 2 1 3.157
1 1 astr manh 1 4 2 1 3.221
1 1 bfs drlu 1 2 2 1 2.848
1 1 bfs drul 1 2 2 1 4.174
1 1 bfs ludr 1 4 4 1 4.625
1 1 bfs lurd 1 4 4 1 3.704
1 1 bfs rdlu 1 2 2 1 4.218
1 1 bfs rdul 1 2 2 1 2.492
1 1 bfs uldr 1 4 4 1 3.214
1 1 bfs ulrd 1 4 4 1 3.233
1 1 dfs drlu 1 2 2 2 1.954
1 1 dfs drul 1 2 2 2 2.054
1 1 dfs ludr 23 674641 674641 25 378.866
1 1 dfs lurd 23 663759 663759 25 375.321
1 1 dfs rdlu 1 2 2 2 1.580
1 1 dfs rdul 1 2 2 2 2.064
1 1 dfs uldr 23 6948230 6948230 25 2473.285
1 1 dfs ulrd 23 4005431 4005431 25 1547.553
1 2 astr hamm 1 4 2 1 2.497
1 2 astr manh 1 4 2 1 2.598
1 2 bfs drlu 1 2 2 1 2.838
1 2 bfs drul 1 2 2 1 3.430
1 2 bfs ludr 1 4 4 1 3.233
1 2 bfs lurd 1 4 4 1 2.934
1 2 bfs rdlu 1 2 2 1 3.763
1 2 bfs rdul 1 2 2 1 2.429
1 2 bfs uldr 1 4 4 1 4.656
1 2 bfs ulrd 1 4 4 1 2.687
1 2 dfs drlu 1 2 2 2 1.847
1 2 dfs drul 1 2 2 2 2.054
1 2 dfs ludr 23 4005431 4005431 25 1516.151
1 2 dfs lurd 23 6948230 6948230 25 2532.015
1 2 dfs rdlu 1 2 2 2 1.861
1 2 dfs rdul 1 2 2 2 1.801
1 2 dfs uldr 23 663759 663759 25 347.569
1 2 dfs ulrd 23 674641 674641 25 353.595
2 1 astr hamm 2 7 3 2 2.193
2 1 astr manh 2 7 3 2 2.642
2 1 bfs drlu 2 5 5 2 4.331
2 1 bfs drul 2 5 5 2 4.316
2 1 bfs ludr 2 10 10 2 3.189
2 1 bfs lurd 2 10 10 2 3.458
2 1 bfs rdlu 2 5 5 2 5.313
2 1 bfs rdul 2 5 5 2 2.217
2 1 bfs uldr 2 10 10 2 3.803
2 1 bfs ulrd 2 10 10 2 2.580
2 1 dfs drlu 2 3 3 3 2.010
2 1 dfs drul 2 3 3 3 2.064
2 1 dfs ludr 24 104460 104460 25 100.321
2 1 dfs lurd 20 1008290 1008290 25 472.895
2 1 dfs rdlu 2 3 3 3 5.421
2 1 dfs rdul 2 3 3 3 2.518
2 1 dfs uldr 24 2037311 2037311 25 813.255
2 1 dfs ulrd 24 246530 246530 25 165.428
2 2 astr hamm 2 8 3 2 2.389
2 2 astr manh 2 8 3 2 2.554
2 2 bfs drlu 2 8 8 2 3.198
2 2 bfs drul 2 8 8 2 4.819
2 2 bfs ludr 2 15 15 2 3.344
2 2 bfs lurd 2 13 13 2 3.984
2 2 bfs rdlu 2 6 6 2 4.555
2 2 bfs rdul 2 6 6 2 2.377
2 2 bfs uldr 2 15 15 2 5.464
2 2 bfs ulrd 2 13 13 2 2.656
2 2 dfs drlu 10 11 11 11 2.753
2 2 dfs drul 24 443757 443757 25 293.685
2 2 dfs ludr 24 1391288 1391288 25 632.702
2 2 dfs lurd 22 1413546 1413546 25 634.538
2 2 dfs rdlu 2 3 3 3 1.518
2 2 dfs rdul 2 3 3 3 3.113
2 2 dfs uldr 24 779294 779294 25 386.635
2 2 dfs ulrd 24 479463 479463 25 339.947
2 3 astr hamm 2 8 3 2 2.555
2 3 astr manh 2 8 3 2 2.946
2 3 bfs drlu 2 6 6 2 2.957
2 3 bfs drul 2 6 6 2 4.197
2 3 bfs ludr 2 13 13 2 3.258
2 3 bfs lurd 2 15 15 2 2.884
2 3 bfs rdlu 2 8 8 2 5.241
2 3 bfs rdul 2 8 8 2 2.442
2 3 bfs uldr 2 13 13 2 5.428
2 3 bfs ulrd 2 15 15 2 3.062
2 3 dfs drlu 2 3 3 3 1.805
2 3 dfs drul 2 3 3 3 1.805
2 3 dfs ludr 24 479463 479463 25 303.615
2 3 dfs lurd 24 779294 779294 25 399.045
2 3 dfs rdlu 24 443757 443757 25 275.277
2 3 dfs rdul 10 11 11 11 4.141
2 3 dfs uldr 22 1413546 1413546 25 629.265
2 3 dfs ulrd 24 1391288 1391288 25 608.655
2 4 astr hamm 2 7 3 2 3.689
2 4 astr manh 2 7 3 2 3.050
2 4 bfs drlu 2 5 5 2 3.086
2 4 bfs drul 2 5 5 2 4.495
2 4 bfs ludr 2 10 10 2 2.826
2 4 bfs lurd 2 10 10 2 3.447
2 4 bfs rdlu 2 5 5 2 5.487
2 4 bfs rdul 2 5 5 2 2.126
2 4 bfs uldr 2 10 10 2 3.783
2 4 bfs ulrd 2 10 10 2 2.561
2 4 dfs drlu 2 3 3 3 2.323
2 4 dfs drul 2 3 3 3 1.917
2 4 dfs ludr 24 246530 246530 25 171.610
2 4 dfs lurd 24 2037311 2037311 25 858.068
2 4 dfs rdlu 2 3 3 3 2.659
2 4 dfs rdul 2 3 3 3 1.815
2 4 dfs uldr 20 1008290 1008290 25 454.955
2 4 dfs ulrd 24 104460 104460 25 100.991
3 1 astr hamm 3 12 5 3 2.905
3 1 astr manh 3 9 4 3 3.102
3 1 bfs drlu 3 8 8 3 3.144
3 1 bfs drul 3 8 8 3 3.073
3 1 bfs ludr 3 17 17 3 3.496
3 1 bfs lurd 3 17 17 3 2.950
3 1 bfs rdlu 3 8 8 3 4.565
