1 1 astr hamm 1 4 2 1 2.573
1 1 astr manh 1 4 2 1 3.047
1 1 bfs drlu 1 2 2 1 2.589
1 1 bfs drul 1 2 2 1 2.211
1 1 bfs ludr 1 4 4 1 2.654
1 1 bfs lurd 1 4 4 1 2.226
1 1 bfs rdlu 1 2 2 1 5.122
1 1 bfs rdul 1 2 2 1 2.698
1 1 bfs uldr 1 4 4 1 2.658
1 1 bfs ulrd 1 4 4 1 2.320
1 1 dfs drlu 1 2 2 2 1.653
1 1 dfs drul 1 2 2 2 2.723
1 1 dfs ludr 23 674641 674641 25 355.664
1 1 dfs lurd 23 663759 663759 25 344.433
1 1 dfs rdlu 1 2 2 2 2.765
1 1 dfs rdul 1 2 2 2 3.097
1 1 dfs uldr 23 6948230 6948230 25 2395.438
1 1 dfs ulrd 23 4005431 4005431 25 1454.252
1 2 astr hamm 1 4 2 1 2.938
1 2 astr manh 1 4 2 1 5.034
1 2 bfs drlu 1 2 2 1 2.402
1 2 bfs drul 1 2 2 1 2.166
1 2 bfs ludr 1 4 4 1 4.285
1 2 bfs lurd 1 4 4 1 2.526
1 2 bfs rdlu 1 2 2 1 5.420
1 2 bfs rdul 1 2 2 1 2.740
1 2 bfs uldr 1 4 4 1 2.251
1 2 bfs ulrd 1 4 4 1 4.330
1 2 dfs drlu 1 2 2 2 1.666
1 2 dfs drul 1 2 2 2 1.615
1 2 dfs ludr 23 4005431 4005431 25 1453.726
1 2 dfs lurd 23 6948230 6948230 25 2468.173
1 2 dfs rdlu 1 2 2 2 2.414
1 2 dfs rdul 1 2 2 2 1.737
1 2 dfs uldr 23 663759 663759 25 321.701
1 2 dfs ulrd 23 674641 674641 25 328.649
2 1 astr hamm 2 6 3 2 2.509
2 1 astr manh 2 6 3 2 2.648
2 1 bfs drlu 2 5 5 2 2.478
2 1 bfs drul 2 5 5 2 2.354
2 1 bfs ludr 2 10 10 2 2.949
2 1 bfs lurd 2 10 10 2 2.552
2 1 bfs rdlu 2 5 5 2 4.285
2 1 bfs rdul 2 5 5 2 2.712
2 1 bfs uldr 2 10 10 2 2.542
2 1 bfs ulrd 2 10 10 2 3.376
2 1 dfs drlu 2 3 3 3 1.822
2 1 dfs drul 2 3 3 3 1.817
2 1 dfs ludr 24 104460 104460 25 82.093
2 1 dfs lurd 20 1008290 1008290 25 463.516
2 1 dfs rdlu 2 3 3 3 2.159
2 1 dfs rdul 2 3 3 3 2.591
2 1 dfs uldr 24 2037311 2037311 25 797.054
2 1 dfs ulrd 24 246530 246530 25 155.757
2 2 astr hamm 2 7 3 2 2.671
2 2 astr manh 2 7 3 2 2.627
2 2 bfs drlu 2 8 8 2 2.455
2 2 bfs drul 2 8 8 2 2.439
2 2 bfs ludr 2 15 15 2 2.729
2 2 bfs lurd 2 13 13 2 2.457
2 2 bfs rdlu 2 6 6 2 4.213
2 2 bfs rdul 2 6 6 2 2.893
2 2 bfs uldr 2 15 15 2 2.401
2 2 bfs ulrd 2 13 13 2 3.268
2 2 dfs drlu 10 11 11 11 2.576
2 2 dfs drul 24 443757 443757 25 361.921
2 2 dfs ludr 24 1391288 1391288 25 576.432
2 2 dfs lurd 22 1413546 1413546 25 624.555
2 2 dfs rdlu 2 3 3 3 2.251
2 2 dfs rdul 2 3 3 3 1.876
2 2 dfs uldr 24 779294 779294 25 366.844
2 2 dfs ulrd 24 479463 479463 25 282.222
2 3 astr hamm 2 7 3 2 2.889
2 3 astr manh 2 7 3 2 2.742
2 3 bfs drlu 2 6 6 2 2.552
2 3 bfs drul 2 6 6 2 2.199
2 3 bfs ludr 2 13 13 2 2.396
2 3 bfs lurd 2 15 15 2 2.614
2 3 bfs rdlu 2 8 8 2 4.237
2 3 bfs rdul 2 8 8 2 2.823
2 3 bfs uldr 2 13 13 2 2.329
2 3 bfs ulrd 2 15 15 2 4.515
2 3 dfs drlu 2 3 3 3 1.663
2 3 dfs drul 2 3 3 3 1.720
2 3 dfs ludr 24 479463 479463 25 399.459
2 3 dfs lurd 24 779294 779294 25 362.058
2 3 dfs rdlu 24 443757 443757 25 616.050
2 3 dfs rdul 10 11 11 11 3.169
2 3 dfs uldr 22 1413546 1413546 25 613.489
2 3 dfs ulrd 24 1391288 1391288 25 582.363
2 4 astr hamm 2 6 3 2 4.180
2 4 astr manh 2 6 3 2 2.474
2 4 bfs drlu 2 5 5 2 7.814
2 4 bfs drul 2 5 5 2 2.321
2 4 bfs ludr 2 10 10 2 2.576
2 4 bfs lurd 2 10 10 2 2.311
2 4 bfs rdlu 2 5 5 2 4.173
2 4 bfs rdul 2 5 5 2 2.338
2 4 bfs uldr 2 10 10 2 2.244
2 4 bfs ulrd 2 10 10 2 2.754
2 4 dfs drlu 2 3 3 3 2.307
2 4 dfs drul 2 3 3 3 1.890
2 4 dfs ludr 24 246530 246530 25 152.908
2 4 dfs lurd 24 2037311 2037311 25 822.094
2 4 dfs rdlu 2 3 3 3 3.792
2 4 dfs rdul 2 3 3 3 1.866
2 4 dfs uldr 20 1008290 1008290 25 469.027
2 4 dfs ulrd 24 104460 104460 25 88.744
3 1 astr hamm 3 7 4 3 2.471
3 1 astr manh 3 7 4 3 2.449
3 1 bfs drlu 3 8 8 3 2.895
3 1 bfs drul 3 8 8 3 2.224
3 1 bfs ludr 3 17 17 3 2.543
3 1 bfs lurd 3 17 17 3 4.161
3 1 bfs rdlu 3 8 8 3 4.355
3 1 bfs rdul 3 8 8 3 3.233
3 1 bfs uldr 3 17 17 3 2.473
3 1 bfs ulrd 3 17 17 3 2.895
3 1 dfs drlu 3 4 4 4 1.639
3 1 dfs drul 3 4 4 4 1.708
3 1 dfs ludr 21 4271436 4271436 25 1580.038
3 1 dfs lurd 21 456960 456960 25 263.573
3 1 dfs rdlu 3 4 4 4 4.552
3 1 dfs rdul 3 4 4 4 1.751
3 1 dfs uldr 21 4225691 4225691 25 1554.292
3 1 dfs ulrd 21 411215 411215 25 247.607
3 2 astr hamm 3 9 4 3 4.138
3 2 astr manh 3 9 4 3 2.757
3 2 bfs drlu 3 23 23 3 3.280
3 2 bfs drul 3 23 23 3 2.508
3 2 bfs ludr 3 35 35 3 2.620
3 2 bfs lurd 3 28 28 3 4.873
3 2 bfs rdlu 3 16 16 3 2.832
3 2 bfs rdul 3 16 16 3 2.991
3 2 bfs uldr 3 35 35 3 2.906
3 2 bfs ulrd 3 28 28 3 2.776
3 2 dfs drlu 21 845 845 25 8.142
3 2 dfs drul 21 3445321 3445321 25 1320.127
3 2 dfs ludr 23 222295 222295 25 135.209
3 2 dfs lurd 19 2147366 2147366 25 824.337
3 2 dfs rdlu 3 4 4 4 2.383
3 2 dfs rdul 3 4 4 4 4.496
3 2 dfs uldr 23 1747504 1747504 25 720.535
3 2 dfs ulrd 21 809902 809902 25 383.979
3 3 astr hamm 3 10 4 3 2.680
3 3 astr manh 3 10 4 3 2.470
3 3 bfs drlu 3 18 18 3 2.570
3 3 bfs drul 3 18 18 3 2.710
3 3 bfs ludr 3 32 32 3 3.384
3 3 bfs lurd 3 33 33 3 2.970
3 3 bfs rdlu 3 19 19 3 2.908
3 3 bfs rdul 3 19 19 3 3.157
3 3 bfs uldr 3 32 32 3 2.561
3 3 bfs ulrd 3 33 33 3 3.208
3 3 dfs drlu 11 12 12 12 2.482
3 3 dfs drul 21 209130 209130 25 128.431
3 3 dfs ludr 21 172001 172001 25 143.702
3 3 dfs lurd 23 2147038 2147038 25 812.216
3 3 dfs rdlu 23 2401984 2401984 25 1741.580
3 3 dfs rdul 21 365 365 25 12.483
3 3 dfs uldr 23 1659668 1659668 25 690.472
3 3 dfs ulrd 23 1020818 1020818 25 643.319
3 4 astr hamm 3 10 4 3 9.709
3 4 astr manh 3 10 4 3 3.666
3 4 bfs drlu 3 21 21 3 2.504
3 4 bfs drul 3 21 21 3 4.881
3 4 bfs ludr 3 35 35 3 2.750
3 4 bfs lurd 3 30 30 3 3.676
3 4 bfs rdlu 3 16 16 3 5.632
3 4 bfs rdul 3 16 16 3 2.953
3 4 bfs uldr 3 35 35 3 2.643
3 4 bfs ulrd 3 30 30 3 2.686
3 4 dfs drlu 23 376 376 25 6.770
3 4 dfs drul 23 220330 220330 25 140.365
3 4 dfs ludr 21 2714528 2714528 25 1153.571
3 4 dfs lurd 21 3010584 3010584 25 1113.586
3 4 dfs rdlu 3 4 4 4 2.142
3 4 dfs rdul 3 4 4 4 2.774
3 4 dfs uldr 21 2830467 2830467 25 1030.299
